objname,ra,dec,distance,distance_err
NGC5891,229.055646,-11.4942083,42.473,5.588
NGC1779,76.3251045,-9.1472361,42.491,5.71
NGC2947,144.024291,-12.4366528,42.491,6.36
NGC0827,32.2343745,7.9713611,42.503,4.576
ESO424-012,85.8871665,-27.6514722,42.51,5.774
NGC1588,67.6825305,0.664651,42.516,5.019
NGC3433,163.0160715,10.1482849,42.527,4.628
UGC11764,323.305065,8.0045,42.528,5.084
ESO367-008,109.1627505,-35.3734167,42.534,6.485
ESO507-014,192.0849735,-26.4645157,42.536,7.193
NGC5708,219.5677875,40.4567162,42.541,6.555
ESO575-029,193.998591,-19.2690145,42.551,6.319
ESO564-026,137.4324825,-21.337626,42.554,6.796
IC3611,189.767199,13.3633938,42.56,5.591
UGC07179,182.741625,63.9145828,42.564,6.464
UGC07837,190.1480745,63.3498434,42.564,6.835
UGC06138,166.1664765,27.7236127,42.588,4.953
UGC05897,161.9227515,11.0771118,42.592,4.737
IC0285,46.0258125,-12.015417,42.598,3.821
NGC4433,186.911016,-8.2803408,42.613,5.065
UGC03844,111.6475095,43.2963548,42.622,5.152
UGC11515,301.235058,62.7978924,42.628,5.517
NGC5766,223.2897555,-21.3941144,42.632,5.867
UGC04871,138.735288,39.261965,42.66,5.838
ESO472-002,358.0175085,-25.859336,42.667,4.964
ESO489-052,96.335922,-22.7241278,42.685,7.42
UGC06862,178.3142265,11.6340906,42.693,5.157
ESO424-028,87.7361295,-30.0485283,42.698,5.675
UGC05600,156.042,78.6289444,42.705,5.149
UGC05609,156.092541,78.6092222,42.713,5.148
IC1081,224.7294375,-19.2390372,42.731,5.644
UGC05570,155.195925,73.2842714,42.741,5.454
ESO508-014,197.1346875,-23.347295,42.763,6.762
ESO539-007,4.7021205,-19.0077766,42.764,4.444
NGC1125,42.9184995,-16.6506667,42.772,3.549
NGC6829,296.78151,59.9071233,42.776,5.414
ESO501-033,159.089328,-26.7730934,42.782,6.837
ESO551-030,70.6129995,-17.4545833,42.792,4.666
UGC01572,31.1825505,8.5430883,42.809,4.505
ESO555-005,87.916044,-18.0227477,42.81,6.864
ESO465-009,323.8131975,-30.8446739,42.817,6.466
NGC6186,248.6062125,21.5408868,42.825,5.541
ESO501-068,159.8261355,-26.8399427,42.829,6.95
IC2143,86.719209,-18.7263889,42.831,6.663
UGC10899,263.399544,20.7675766,42.841,5.612
UGC10961,265.7251125,58.7919444,42.846,5.775
NGC6427,265.9107915,25.4938889,42.861,5.518
ESO424-017,86.1639315,-28.5546,42.882,5.648
NGC2782,138.521169,40.1137263,42.889,5.854
ESO538-021,1.4417385,-22.0773988,42.907,4.771
ESO539-005,4.2925515,-19.3014562,42.91,4.493
NGC4108B,181.7981835,67.2352346,42.912,6.217
UGC03311,83.32305,79.372002,42.931,4.774
UGC04623,133.296333,76.4860556,42.941,5.133
NGC2049,85.8137505,-30.0783333,42.989,5.353
NGC4989,197.316936,-5.3963053,42.997,5.593
NGC7444,345.0373275,-12.8342719,43.002,5.759
IC0402,76.5620145,-9.1072087,43.01,5.684
NGC3364,162.124125,72.4250556,43.012,5.434
ESO404-041,333.1511055,-35.9583211,43.034,5.79
UGC05682,157.7892825,78.8876627,43.034,5.1
NGC2574,125.2006665,-8.9184167,43.051,5.923
UGC04626,132.7534875,24.3214999,43.051,4.75
NGC5403,209.9614095,38.1822897,43.054,6.964
NGC3735,173.988792,70.5356348,43.07,5.852
UGC04204,121.353195,55.9501385,43.076,5.28
NGC4162,182.9687685,24.1235257,43.1,4.97
UGC04982,140.762844,44.5549042,43.103,5.806
NGC2785,138.8129535,40.9179271,43.114,5.865
IC4263,202.1385885,46.9271625,43.119,7.11
ESO490-046,101.836875,-25.6161667,43.121,7.311
NGC4890,195.1629465,-4.6043385,43.121,5.571
NGC5324,208.0245945,-6.058397,43.125,5.791
NGC4779,193.461819,9.7100253,43.141,5.462
NGC2856,141.0666675,49.24915,43.169,5.804
NGC4939,196.059813,-10.3395694,43.173,5.773
UGC06711,176.123958,69.7297778,43.193,6.005
UGC03855,112.054125,58.5067222,43.205,5.439
UGC06176,166.8528285,21.6571108,43.206,4.99
NGC7450,345.1992735,-12.918485,43.243,5.72
IC0401,76.0817295,-10.0766091,43.247,5.56
UGC01454,29.6457885,3.2572418,43.252,4.38
NGC2750,136.4496795,25.43749,43.272,5.039
UGC03714,108.1362915,71.7505278,43.276,4.644
UGC06194,167.252478,22.9295372,43.294,4.981
ESO581-017,225.4800285,-18.6086514,43.297,5.595
UGC03878,113.096568,72.9086921,43.299,4.607
UGC03845,111.677916,47.0939444,43.3,4.04
NGC1182,45.870327,-9.6713179,43.304,3.904
UGC06714,176.1626415,67.9558478,43.305,6.164
ESO512-018,220.8913785,-24.4608079,43.309,5.739
NGC2764,137.0727015,21.4432902,43.336,5.035
NGC5810,225.6779925,-17.8679683,43.355,5.537
ESO581-012,225.020364,-22.6571769,43.368,5.846
UGC03765,109.008216,56.8180406,43.373,5.376
ESO547-004,45.878412,-20.1754457,43.393,3.873
UGC08046,193.7665935,58.7911978,43.402,7.133
ESO432-002,130.2121995,-32.046528,43.406,7.134
NGC6306,256.9039725,60.7287914,43.412,6.268
UGC03838,112.0477995,72.573013,43.417,4.614
IC3631,189.950043,12.9739372,43.464,5.519
NGC5791,224.692542,-19.2668765,43.468,5.708
UGC11509,300.456825,57.027275,43.484,5.03
NGC1993,83.8565895,-17.815237,43.495,6.373
IC3152,184.899894,-26.145538,43.503,7.08
UGC08409,200.753727,23.3064026,43.508,6.042
NGC4210,183.816015,65.9853551,43.521,6.224
UGC04889,139.1394135,39.8727937,43.528,5.612
ESO368-001,111.581166,-35.3298333,43.532,6.352
ESO425-014,93.261333,-27.7298194,43.536,6.709
ESO540-003,8.914488,-20.1253039,43.555,4.187
NGC7392,342.953079,-20.6081581,43.555,5.83
NGC6460,267.376416,20.7638056,43.584,5.249
ESO554-027,85.7754765,-20.5212907,43.592,6.458
UGC05686,157.678335,74.2275172,43.639,5.275
ESO501-009,158.2427085,-27.6701111,43.644,6.378
UGC10872,261.826587,61.1776995,43.645,6.081
UGC08155,195.8112795,7.8022602,43.686,5.365
UGC10413,247.362936,21.3366323,43.694,5.335
ESO399-017,300.507168,-34.7562348,43.695,5.683
UGC05454,151.795752,12.6513756,43.719,5.025
ESO534-021,341.1443835,-22.9918778,43.743,5.908
UGC05049,142.2307185,49.2385007,43.762,5.655
UGC12369,346.7558475,5.9961144,43.77,5.194
NGC5369,209.1567495,-5.4698889,43.792,5.77
NGC6417,265.4493255,23.6720393,43.844,5.442
ESO603-021,342.8417715,-20.2469407,43.859,5.761
NGC1196,45.896583,-12.0763611,43.87,4.0
ESO564-010,135.6871755,-20.7143003,43.875,6.549
UGC05689,157.6912245,73.8854228,43.888,5.267
NGC3153,153.210387,12.6666634,43.902,5.057
ESO491-020,107.445291,-27.5689722,43.909,6.567
IC0591,151.8653685,12.2745018,43.936,5.066
ESO603-020,342.7582965,-20.2672375,43.953,5.739
UGC09324,217.462338,44.4476277,43.981,6.832
NGC3390,162.018168,-31.5332681,44.008,7.553
IC1210,243.6255,62.5366944,44.029,6.214
ESO510-013,208.7680485,-26.7808846,44.037,6.299
IC1474,348.2136765,5.8060691,44.079,5.245
UGC11648,313.2898395,67.1758099,44.089,5.222
NGC3689,172.0460145,25.6610799,44.125,5.158
ESO507-062,194.846412,-27.4269409,44.137,7.959
NGC4933C,196.004883,-11.4906392,44.137,5.795
UGC04883,139.6340505,74.3191954,44.14,5.058
UGC04874,138.815175,48.6648798,44.147,5.793
IC0438,88.250313,-17.8760556,44.161,6.9
NGC6359,259.4708505,61.7807683,44.164,6.094
UGC08899,209.7307815,21.9884832,44.175,5.539
UGC03697,107.843973,71.8363893,44.186,4.775
UGC06717,176.1910995,9.2130003,44.192,4.946
NGC5468,211.6454295,-5.4529933,44.2,4.12
UGC12304,345.284436,5.6543197,44.245,5.21
NGC4510,187.946697,64.2337753,44.25,6.47
IC3289,186.239286,-26.0306422,44.263,7.106
IC1783,32.525601,-32.9399124,44.278,3.768
UGC10225,242.3364165,8.7632727,44.283,4.747
NGC3348,161.7916245,72.8396667,44.286,5.26
UGC04868,138.715365,48.593898,44.291,5.778
NGC1114,42.2799795,-16.9933472,44.299,3.797
ESO436-044,158.697792,-28.49625,44.319,6.147
ESO437-029,159.760002,-29.2159024,44.319,6.363
UGC03777,109.1787075,29.8548765,44.321,5.072
NGC4087,181.397241,-26.5227207,44.388,7.113
UGC08166,195.968613,10.9723966,44.388,5.359
UGC08275,198.0358725,2.9889406,44.422,5.373
ESO507-029,192.999105,-26.6213884,44.448,7.741
NGC4545,188.6422935,63.5250546,44.458,6.593
IC2151,88.151757,-17.7871687,44.462,6.891
NGC2753,136.7843025,25.3424435,44.474,4.787
ESO501-096,161.6980605,-23.3277014,44.476,5.822
ESO416-008,40.4314065,-27.3058332,44.484,3.679
NGC2854,141.0127695,49.2043374,44.489,5.573
UGC03954,114.979641,39.0414054,44.504,5.082
NGC3876,176.361102,9.1607847,44.508,4.932
NGC2684,133.7252205,49.1603995,44.518,5.72
ESO507-033,193.0607445,-26.5950982,44.52,7.741
ESO531-027,326.2535385,-25.0305752,44.528,5.624
UGC06552,173.641458,71.5400833,44.539,5.738
ESO405-019,336.4895835,-32.4827144,44.553,5.391
NGC4332,185.6948475,65.843786,44.555,6.251
ESO437-049,160.790031,-30.050037,44.556,7.037
IC1077,224.3405805,-19.2136582,44.575,5.787
NGC4915,195.3673695,-4.5463747,44.575,5.546
ESO574-032,191.9781675,-21.9284757,44.601,6.73
ESO503-025,173.6217945,-26.8684423,44.609,7.024
UGC04176,120.678771,40.6786216,44.61,5.054
NGC2824,139.759266,26.2700218,44.637,4.783
IC3094,184.233423,13.6253607,44.648,4.469
IC5261,343.6052205,-20.3628925,44.653,5.538
NGC5989,235.3867485,59.7552886,44.671,6.413
ESO480-006,42.828312,-26.9687422,44.675,3.774
UGC03539,102.224532,66.2613351,44.691,4.81
NGC2441,117.9782085,73.0156667,44.7,1.65
UGC03789,109.878708,59.3551111,44.701,5.412
UGC10796,259.1987715,61.9201085,44.705,6.126
NGC3788,174.935796,31.9312405,44.711,5.249
NGC3701,172.3704645,24.0934413,44.732,5.175
NGC5015,198.0953745,-4.3364722,44.737,5.518
NGC4238,184.232544,63.4099203,44.741,6.34
NGC6831,296.9888745,59.8925556,44.75,5.41
IC2580,157.0752195,-31.518042,44.755,7.192
NGC6307,256.9186545,60.7508328,44.767,6.285
IC4509,222.1127385,31.791585,44.768,5.624
NGC4990,197.322021,-5.2727778,44.777,5.534
ESO603-015,342.243876,-21.8151825,44.794,5.561
ESO500-004,152.409585,-25.9815229,44.816,6.634
ESO425-010,92.239143,-27.8019299,44.838,6.69
ESO568-009,156.6196755,-20.0418108,44.859,5.119
IC0723,175.740033,-8.332191,44.862,4.569
UGC09676,225.8772,27.824945,44.877,5.153
ESO437-065,162.306975,-31.3048613,44.914,7.596
NGC3107,151.093452,13.6220243,44.919,5.16
UGC03761,108.7699995,38.1447222,44.921,4.891
NGC5529,213.89202,36.226669,44.925,6.116
UGC10590,252.7339995,59.7189444,44.973,6.421
ESO567-010,150.8304675,-21.4294061,44.989,6.464
ESO501-027,158.9911035,-27.319,44.99,6.108
ESO441-024,183.983832,-29.0562137,45.006,7.912
ESO581-023,227.9573505,-17.9424568,45.016,5.639
ESO603-018,342.684615,-17.7687964,45.023,5.571
ESO603-027,343.6471905,-18.0002675,45.035,5.528
IC0875,199.281435,57.5394747,45.042,6.815
UGC04258,122.6988825,46.9124261,45.042,5.342
UGC03644,106.409334,71.0703889,45.045,4.774
NGC7359,341.1998985,-23.6880707,45.058,5.474
NGC5726,220.7336145,-18.4447502,45.066,5.758
NGC3155,154.4161905,74.3473859,45.081,5.165
NGC3306,159.2925345,12.652516,45.086,5.475
NGC2921,143.631639,-20.9202539,45.091,5.97
ESO437-032,159.854025,-27.9125873,45.121,6.091
UGC07918,191.0129085,63.8038462,45.122,6.579
UGC05299,148.1717175,-0.183261,45.137,5.334
UGC03981,115.9719585,56.9868889,45.139,5.726
UGC07730,188.5258575,64.5674101,45.142,6.397
ESO604-001,345.8459325,-19.5041,45.156,5.345
UGC10745,257.543478,61.3504145,45.172,6.198
UGC08059,193.975848,63.6119566,45.187,6.604
UGC04537,130.6872435,35.7576107,45.198,5.074
NGC1957,83.230125,-14.1329722,45.208,6.345
ESO531-024,325.8241575,-25.176923,45.216,5.311
ESO415-011,33.565302,-32.0533927,45.218,3.942
ESO491-021,107.458236,-27.5745612,45.239,6.459
UGC04783,136.8129405,38.9484212,45.242,4.769
UGC03657,106.847916,71.1925,45.247,4.767
UGC09291,217.153728,38.9991636,45.251,6.37
UGC05595,155.4093015,12.5761292,45.261,5.31
ESO507-036,193.246899,-24.0571698,45.263,7.053
UGC03626,105.6728745,70.9706111,45.265,4.76
UGC04307,124.506039,47.8526083,45.284,5.446
UGC05358,149.696388,11.3886798,45.295,5.126
NGC4830,194.366316,-19.6912076,45.314,6.583
NGC0857,33.1541715,-31.9445682,45.326,3.957
ESO567-053,155.036958,-21.7219167,45.33,5.727
UGC03444,95.7456735,73.7232468,45.344,4.419
ESO567-012,151.3584135,-17.7991862,45.377,5.711
UGC04937,140.4031245,75.1252778,45.429,5.025
ESO580-008,220.2797445,-17.7862293,45.44,5.7
ESO443-044,196.00728,-27.8579858,45.498,7.973
ESO436-045,158.711709,-28.5126389,45.522,6.054
UGC10247,242.357334,60.0884726,45.526,6.163
NGC3043,149.0617815,59.3071588,45.53,5.74
NGC5116,200.7317445,26.9807708,45.533,6.463
ESO500-015,153.4973115,-25.6398545,45.549,6.435
NGC6258,253.12425,60.5145556,45.552,6.28
UGC11529,303.3247755,66.2904395,45.562,5.41
UGC08491,202.3838175,62.8245094,45.607,6.512
NGC7585,349.5055305,-4.6504739,45.619,5.305
UGC06509,172.8425355,23.1149552,45.633,5.182
ESO367-007,109.091625,-35.5026111,45.686,5.677
ESO554-015,83.9467755,-18.0392752,45.695,6.464
NGC3367,161.6457375,13.7507951,45.732,5.467
UGC05309,149.29425,80.744301,45.738,4.676
NGC2641,131.9899995,72.8957222,45.743,5.004
UGC04242,122.746833,72.7944444,45.762,4.716
UGC05695,157.4449515,13.0181275,45.778,5.504
NGC6429,266.022246,25.3505116,45.789,5.201
UGC06518,173.0848845,53.9045069,45.799,6.547
UGC04137,120.509523,73.0453448,45.8,4.731
UGC08384,200.08866,41.4760752,45.829,6.664
UGC05435,151.499958,58.8123056,45.832,5.744
IC1491,352.3529235,-16.3165728,45.835,5.06
NGC3869,176.4398325,10.8245939,45.841,4.941
UGC06104,165.462336,16.6069624,45.855,5.234
UGC03545,102.48075,61.622501,45.865,5.232
UGC05467,152.05398,18.7070811,45.869,5.13
NGC2977,145.944663,74.8595778,45.873,5.052
NGC6390,262.116981,60.0942171,45.896,5.849
IC1235,253.015095,63.1157615,45.914,6.117
NGC6687,279.3421245,59.643,45.937,5.81
IC4358,210.8923335,-10.1511944,45.938,5.739
UGC06157,166.6050225,17.5079876,45.939,5.206
ESO567-054,155.177841,-22.1656882,45.959,5.646
ESO507-024,192.8614995,-26.8079722,45.968,7.794
ESO531-022,325.1227365,-26.527811,45.978,5.102
IC5278,345.065808,-8.1787034,45.993,5.303
NGC3391,162.2350515,14.2195168,46.013,5.474
ESO506-019,188.530938,-26.2885389,46.03,7.571
NGC0101,5.977599,-32.536217,46.037,4.963
UGC09614,224.1998775,9.509106,46.041,4.675
UGC05758,159.053319,13.4495419,46.06,5.604
UGC04764,136.3596555,25.5507506,46.075,4.425
ESO554-024,85.333413,-18.2777685,46.089,6.592
UGC08656,205.124178,42.9925554,46.095,6.524
UGC03786,109.56825,30.7048,46.107,4.495
UGC04401,126.6836145,48.8087164,46.116,5.379
UGC03816,110.8017915,58.0647778,46.131,5.526
UGC09917,233.829516,20.8423914,46.172,4.572
IC1205,243.5663085,9.5372138,46.176,4.439
NGC3549,167.7370065,53.3877762,46.2,6.343
ESO574-036,192.2811825,-22.3045045,46.202,6.843
IC2132,83.119125,-13.927,46.227,6.335
UGC05739,158.582439,13.7543979,46.257,5.625
ESO438-015,168.764007,-28.3924263,46.295,7.513
UGC05244,147.200166,64.167634,46.303,5.77
UGC05809,160.3600005,69.7061111,46.303,5.754
ESO534-010,339.714792,-25.7089167,46.306,5.179
UGC04587,131.8446975,49.5587013,46.306,5.538
UGC05954,162.8809065,55.3909699,46.31,6.17
IC1135,236.3946105,17.700089,46.317,4.572
UGC05707,157.809312,43.1374266,46.351,5.235
NGC7267,336.0908115,-33.6940314,46.354,4.792
ESO603-029,344.1009855,-21.3740904,46.393,5.247
ESO437-033,159.9936405,-30.1930337,46.401,6.095
UGC05052,142.8079995,73.8105833,46.403,5.087
NGC5605,216.281523,-13.1629451,46.417,5.68
NGC7377,341.9478795,-22.3120915,46.422,5.177
ESO428-023,110.539347,-29.2354195,46.426,5.909
UGC07883,190.7386275,-1.2293804,46.433,5.195
UGC05409,150.764448,10.7459807,46.496,5.354
UGC03797,110.013036,59.3786249,46.504,5.558
NGC5218,203.043324,62.767743,46.513,6.472
UGC04774,136.573749,25.5835064,46.518,4.374
ESO437-004,158.8468665,-28.3140786,46.521,6.055
UGC03788,109.608042,31.5610833,46.534,4.473
IC0971,210.9699615,-10.1405971,46.547,5.654
NGC7600,349.7245695,-7.5805241,46.548,5.039
NGC2743,136.22517,25.0039573,46.554,4.383
UGC06061,164.696649,55.2346794,46.556,6.266
UGC07128,182.1688425,62.3816638,46.558,6.516
UGC06309,169.443642,51.4766075,46.576,6.184
UGC08473,202.3550925,-0.3991099,46.583,5.252
UGC09235,216.1755855,35.2671591,46.593,5.49
NGC3656,170.911245,53.8421255,46.645,6.31
IC1608,14.851488,-34.3289024,46.648,4.872
NGC5987,234.989154,58.0795287,46.665,6.6
UGC08237,197.2270605,62.3063451,46.693,6.609
UGC08436,201.1445085,63.0923155,46.734,6.399
UGC04925,139.582734,17.7533372,46.748,4.703
NGC4885,195.1411245,-6.8530694,46.779,5.451
NGC2424,115.163679,39.2332827,46.797,4.997
ESO534-009,339.6725205,-25.8506777,46.807,5.097
NGC7717,354.432117,-15.1185745,46.846,5.034
NGC3419,162.823848,13.9459942,46.853,5.518
NGC7115,325.911798,-25.3511634,46.869,4.932
UGC05760,159.0888225,13.7114329,46.874,5.664
ESO507-006,191.142852,-24.2753215,46.892,7.186
UGC06335,169.9410795,59.2805112,46.921,6.407
UGC09901,233.61225,12.2703273,46.929,4.451
IC2430,136.095105,27.9529686,46.951,4.446
NGC2913,143.511303,9.4792099,46.952,5.123
UGC04809,137.334513,20.6973377,46.964,4.644
NGC3300,159.1601145,14.1712429,46.968,5.683
UGC10334,244.315089,63.8531508,46.976,6.062
UGC09381,218.644134,36.2883592,46.989,5.487
ESO507-023,192.7434165,-26.6666389,46.994,7.752
ESO376-026,163.5327375,-33.1195931,47.016,7.838
UGC05408,150.966132,59.4361829,47.077,5.785
NGC5378,209.2125375,37.7972197,47.079,6.058
NGC7678,352.1161065,22.4212641,47.1,4.39
UGC05781,159.4692855,13.721037,47.104,5.678
IC4071,195.51702,-7.60288,47.107,5.458
UGC09919,233.915214,12.6063777,47.124,4.478
ESO405-013,335.4751875,-35.2052361,47.144,4.654
UGC04037,118.1211015,73.5948659,47.164,4.876
UGC05260,147.6504315,64.4881076,47.165,5.757
ESO501-051,159.3711495,-26.3169248,47.166,6.044
UGC06890,178.798626,0.4877327,47.169,4.692
UGC04858,138.3423345,19.369357,47.184,4.686
UGC06074,164.992392,50.9029546,47.2,5.845
IC2429,135.9271815,29.2960079,47.21,4.49
NGC5976,234.199941,59.3977977,47.218,6.417
NGC3183,155.4540195,74.1769917,47.225,5.131
UGC08474,202.3600875,0.9033952,47.227,5.155
ESO428-022,110.089167,-28.9869683,47.232,5.872
NGC3281,157.966989,-34.8536783,47.253,7.836
NGC6381,261.8202945,60.0140134,47.253,5.933
ESO375-030,156.9464805,-34.5314313,47.254,7.699
UGC08521,203.1281985,1.84767,47.279,5.09
UGC10027,236.606694,4.427505,47.286,4.604
UGC09934,234.0307965,59.5667179,47.328,6.378
UGC08608,204.2539605,31.7665789,47.364,5.981
UGC08278,198.0470835,21.4068333,47.388,5.631
UGC06666,175.585659,16.0108019,47.39,5.153
ESO425-011,92.235846,-29.1574428,47.405,6.466
ESO534-004,339.26199,-25.2366637,47.414,4.906
ESO437-069,163.388844,-29.3937207,47.433,7.075
NGC3419A,162.833043,14.0234292,47.473,5.574
NGC5216,203.0286855,62.7007228,47.482,6.343
ESO437-018,159.4667685,-30.6687782,47.487,6.469
UGC06758,176.7764115,13.7067498,47.494,5.133
UGC05218,146.376162,6.3768424,47.504,5.256
NGC3102,151.132296,60.1079352,47.568,5.854
ESO507-032,193.0617645,-26.3038659,47.582,7.705
NGC5544,214.260537,36.5715709,47.622,5.474
UGC05526,153.619032,15.9029131,47.697,5.443
ESO437-035,160.018365,-30.2672282,47.706,6.574
NGC2738,136.0019565,21.9676443,47.714,4.557
IC1128,234.4705245,-1.7352463,47.729,4.71
ESO536-011,354.4857285,-26.2681111,47.742,5.104
UGC04502,129.9781065,73.7540147,47.755,5.356
UGC04043,117.6928365,54.3622176,47.791,5.94
ESO575-019,193.37175,-22.3463,47.845,6.868
UGC07079,181.337364,63.1566096,47.865,6.504
NGC6373,261.0337545,58.9950993,47.869,5.958
UGC04041,118.1591625,73.5026694,47.882,4.948
ESO569-030,164.6009325,-19.1532496,47.897,6.402
IC0705,173.2347405,50.2418947,47.933,6.245
ESO437-025,159.6676035,-28.5688502,47.936,6.218
UGC08605,204.225435,32.0953243,47.941,5.871
NGC3285,158.3991075,-27.4545191,47.945,6.132
ESO575-017,193.1673495,-22.1927971,47.949,6.843
ESO437-026,159.6770415,-28.2595833,47.954,6.196
UGC09814,229.855161,11.0544407,47.972,4.266
NGC5545,214.2719385,36.5752599,47.983,5.449
ESO487-021,83.210742,-22.5802366,48.0,6.163
UGC04822,137.66046,19.4729347,48.006,4.599
IC3812,192.4741815,-6.7174172,48.009,5.229
NGC3488,165.3482235,57.6776554,48.021,6.268
UGC05093,143.500584,10.0295295,48.027,5.135
UGC06775,177.0532035,13.2091214,48.068,5.105
NGC6385,262.0059225,57.5218736,48.072,5.95
UGC09377,218.4392655,44.0821782,48.09,5.817
UGC09508,221.283,49.0989,48.09,6.621
NGC4925,195.5308125,-7.7107778,48.095,5.388
NGC2914,143.511573,10.1086937,48.121,5.132
UGC04740,135.525777,23.3870857,48.134,4.485
UGC04711,135.844584,78.7515278,48.139,4.964
UGC08602,204.189423,32.0906061,48.143,5.808
NGC3597,168.6749085,-23.7276608,48.15,6.576
UGC07700,188.1411465,63.8776798,48.151,6.654
ESO567-050,154.9553595,-21.2751648,48.157,5.57
UGC05625,155.9521395,12.629803,48.176,5.662
NGC2737,135.99882,21.9065759,48.202,4.573
NGC2544,125.417916,73.9883611,48.219,5.295
UGC06753,176.692518,14.5330645,48.221,5.13
UGC06732,176.3881185,58.9781127,48.243,6.419
UGC11036,268.4032365,58.3502018,48.252,5.99
UGC08277,197.9628045,40.8950535,48.254,6.342
ESO502-017,166.4776785,-25.5889641,48.264,6.969
ESO566-030,149.034372,-21.9885361,48.286,5.322
IC0694,172.128264,58.5618373,48.286,6.269
IC1169,241.056,13.7440245,48.308,4.512
IC0741,177.6324165,-4.8358611,48.329,4.645
NGC2719A,135.0662505,35.7201389,48.347,4.717
NGC5656,217.606272,35.3209722,48.396,5.27
UGC10232,242.461134,20.1779281,48.425,4.512
NGC2545,123.5589615,21.3554613,48.432,4.118
UGC08291,198.2331525,21.789573,48.438,5.228
NGC2990,146.5713045,5.7087104,48.464,5.358
NGC5996,236.745345,17.884224,48.496,4.288
NGC6495,268.7113665,18.3267183,48.5,5.2
UGC09962,235.014381,13.9760747,48.512,4.472
UGC08985,210.7867095,59.4335487,48.514,6.35
NGC3208,154.9220205,-25.8147962,48.517,5.878
UGC04727,135.4310835,60.1573545,48.525,5.817
UGC05017,141.353334,11.0739396,48.527,4.899
UGC05862,161.3635755,58.5932038,48.532,6.217
UGC04067,118.7251245,72.6118611,48.538,5.144
UGC10870,261.789963,60.0282644,48.556,5.956
UGC05354,149.7225345,47.73684,48.559,5.135
NGC3872,176.4544365,13.7667216,48.588,5.163
NGC3731,173.5486035,12.5122945,48.593,5.295
NGC3827,175.651143,18.8454021,48.596,5.18
UGC04505,129.0490215,50.419086,48.601,5.567
ESO560-013,116.966703,-18.7487653,48.626,5.059
UGC10044,237.2425005,18.1036111,48.644,4.336
ESO437-054,160.91205,-28.8665296,48.662,6.702
NGC5402,209.5690605,59.8143016,48.675,6.337
IC2822,171.641838,11.4401319,48.684,5.303
UGC05078,142.94067,3.7286267,48.71,5.302
UGC05204,145.963524,9.6549939,48.723,5.415
UGC07012,180.5130915,29.8480469,48.757,5.412
